STT		Mã MH	Tên MH	Số tín chỉ	BB/TC	
928		EE7159	Chuyên đề tiến sĩ - phần 2	0.0		
929		EE7161	Luận án tiến sĩ - chuẩn bị	12.0		
930		EE7163	Luận án tiến sĩ - phần 1	15.0		
931		EE7165	Luận án tiến sĩ - phần 2	15.0		
932		EE7167	Luận án tiến sĩ - phần 3	15.0		
933		EE7169	Luận án tiến sĩ - phần 4	15.0		
934		EE7171	Luận án tiến sĩ - phần 5	15.0		
935		EN1003	Con người và môi trường	3.0		
936		EN1005	Sinh thái học	3.0		
937		EN2003	Cac Qtrinh Sh Trong Ktmt	3.0		
938		EN2033	Luật &chínhsách M/trường	3.0		
939		EN2039	Thực tập tham quan (qlmt	1.0		
940		EN2045	Các qt hóa-lý trong mt	3.0		
941		EN2047	Kinh tế tài nguyên & mt	3.0		
942		EN2055	Mạng lưới cấp thoát nước	3.0		
943		EN2061	Các quá trình Hoá học và Hoá lý trong kỹ thuật môi tr	3.0		
944		EN3041	CN xlý nướccấp &nướcthải	3.0		
945		EN3047	Đánh giá tác động &rrmt	3.0		
946		EN3073	Antoàn lđ & vs m/trg cn	3.0		
947		EN3077	Đamh xử lý nước thải &nc	2.0		
948		EN3079	Các hệ thống ql m/trường	3.0		
949		EN3087	Biến đổi khí hậu	3.0		
950		EN3117	Vận hành c/trình xửlý mt	3.0		
951		EN3205	Thủy văn môi trường	3.0		
952		EN3211	Q/lý môitrường đôthị&kcn	4.0		
953		EN4023	Đồ án chuyên ngành	2.0		
954		EN4027	Đamh xử lý khí thải &ctr	2.0		
955		EN4059	Đồ án chuyên ngành (KTMT)	2.0		
956		EN4311	Đề cương luận văn tn	0.0		
957		EN4313	Luận văn tốt nghiệp (qlm	9.0		
958		EN4315	Đề cương luận văn tn	0.0		
959		EN4317	Luận văn tốt nghiệp (qlm	9.0		
960		EN4321	Đề cương luận văn tn	0.0		
961		EN4323	Luận văn tốt nghiệp (kmt	9.0		
962		EN4325	Đề cương luận văn tn	0.0		
963		EN4327	Luận văn tốt nghiệp (kmt	9.0		
964		EN4337	Đồ án tốt nghiệp (qlm)	4.0		
965		EN4347	Đồ án tốt nghiệp (kmt)	4.0		
966		EN5041	GIS và viễn thám nâng cao	3.0		
967		EN5081	Quy hoạch tài nguyên nước	3.0		
968		EN5085	Biến đổi khí hậu và các giải pháp thích ứng	3.0		
969		EN5089	Ứng dụng công nghệ vật liệu trong kỹ thuật môi trường	3.0		
970		EN5093	Công nghệ màng trong kỹ thuật môi trường	3.0		
971		EN5095	Công nghệ tái sử dụng nước	3.0		
972		EN5097	Kỹ thuật xử lý bùn thải	3.0		
973		EN5099	Kỹ thuật phân tích môi trường tiên tiến	3.0		
974		EN5105	Xử lý nước thải cho một số ngành công nghiệp điển hình ở Việt Nam: thực phẩm, dệt nhuộm, xi mạ	3.0		
975		EN5111	Phân tích hệ thống môi trường (nâng cao)	3.0		
976		EN5135	Chính sách quản lý chất thải bền vững	3.0		
977		EN5151	Chuyên đề thực tập tốt nghiệp	3.0		
978		EN5153	Thực tập tốt nghiệp	3.0		
979		EN5155	Mô hình hóa môi trương (nâng cao)	3.0		
980		EN5157	Quản lý chất lượng nước	3.0		
981		EN5167	Thực tập Chuyên ngành	3.0		
982		EN6031	Đề án tốt nghiệp	9.0		
983		EN6033	Chuyên đề nghiên cứu trước luận văn	15.0		
984		EN6035	Luận văn thạc sĩ nghiên cứu	15.0		
985		EN6037	Luận văn thạc sĩ nghiên cứu chuyên sâu - phần 1	9.0		
986		EN6039	Luận văn thạc sĩ nghiên cứu chuyên sâu - phần 2	15.0		
987		EN6041	Luận văn thạc sĩ nghiên cứu chuyên sâu - phần 3	15.0		
988		EN6043	Luận văn thạc sĩ nghiên cứu chuyên sâu - phần 4	15.0		
989		EN6045	Đề án tốt nghiệp	9.0		
990		EN6047	Chuyên đề nghiên cứu trước luận văn	15.0		
991		EN6049	Luận văn thạc sĩ nghiên cứu	15.0		
992		EN6051	Luận văn thạc sĩ nghiên cứu chuyên sâu - phần 1	9.0		
993		EN6053	Luận văn thạc sĩ nghiên cứu chuyên sâu - phần 2	15.0		
994		EN6055	Luận văn thạc sĩ nghiên cứu chuyên sâu - phần 3	15.0		
995		EN6057	Luận văn thạc sĩ nghiên cứu chuyên sâu - phần 4	15.0		
996		EN6059	Đề án tốt nghiệp	9.0		
997		EN6061	Chuyên đề nghiên cứu trước luận văn	15.0		
998		EN6063	Luận văn thạc sĩ nghiên cứu	15.0		
999		EN6065	Luận văn thạc sĩ nghiên cứu chuyên sâu - phần 1	9.0		
1000		EN6067	Luận văn thạc sĩ nghiên cứu chuyên sâu - phần 2	15.0		
1001		EN6069	Luận văn thạc sĩ nghiên cứu chuyên sâu - phần 3	15.0		
1002		EN6071	Luận văn thạc sĩ nghiên cứu chuyên sâu - phần 4	15.0		
1003		EN7237	Tiểu luận tổng quan	0.0		
1004		EN7239	Chuyên đề tiến sĩ - phần 1	0.0		
1005		EN7241	Chuyên đề tiến sĩ - phần 2	0.0		
1006		EN7243	Luận án tiến sĩ - chuẩn bị	12.0		
1007		EN7245	Luận án tiến sĩ - phần 1	15.0		
1008		EN7247	Luận án tiến sĩ - phần 2	15.0		
1009		EN7249	Luận án tiến sĩ - phần 3	15.0		
1010		EN7251	Luận án tiến sĩ - phần 4	15.0		
1011		EN7253	Luận án tiến sĩ - phần 5	15.0		
1012		EN7255	Tiểu luận tổng quan	0.0		
1013		EN7257	Chuyên đề tiến sĩ - phần 1	0.0		
1014		EN7259	Chuyên đề tiến sĩ - phần 2	0.0		
1015		EN7261	Luận án tiến sĩ - chuẩn bị	12.0		
1016		EN7263	Luận án tiến sĩ - phần 1	15.0		
1017		EN7265	Luận án tiến sĩ - phần 2	15.0		
1018		EN7267	Luận án tiến sĩ - phần 3	15.0		
1019		EN7269	Luận án tiến sĩ - phần 4	15.0		
1020		EN7271	Luận án tiến sĩ - phần 5	15.0		
1021		GE1015	Sức khỏe,at&mt trong ndk	3.0		
1022		GE1025	Kt hệthống &thực tiễn cn	3.0		
1023		GE1029	Sức khỏe an toàn môi trg	3.0		
1024		GE2021	Cơ sở thủy địa cơ học	3.0		
1025		GE2029	Địa chất môi trường	3.0		
1026		GE2043	Địa tin học đại cương	3.0		
1027		GE2047	Tb khai thác tbm&htđktđ	3.0		
1028		GE2057	Đồ án tổngquan về địa nl	1.0		
1029		GE2061	Tr/tích học &nhịp đ/tầng	3.0		
1030		GE2065	Vật liệu xây dựng	2.0		
1031		GE2067	Sức bền - kết cấu vật liệu	3.0		
1032		GE2069	Trắc địa công trình	3.0		
1033		GE2071	Kết cấu bê tông cốt thép	3.0		
1034		GE2073	Các PP khảo sát và TN hiện trường	3.0		
1035		GE2075	Thực hành các phương pháp khảo sát và TN hiện trường	1.0		
1036		GE2081	Địa kỹ thuật	3.0		
1037		GE2099	Khoa học Trái Đất ứng dụng và Kinh tế tuần hoàn	3.0		
1038		GE3013	Thí nghiệm địa kỹ thuật	1.0		
1039		GE3017	Kỹ thuật vỉa dầu khí	3.0		
1040		GE3037	TT kt pt các ct của mtđc	1.0		
1041		GE3061	Thực hành địa kỹ thuật 2	1.0		
1042		GE3099	ổn định công trình	3.0		
1043		GE3105	Đặc trưng hóa & mhh vỉa	3.0		
1044		GE3137	Công trình xây dựng	3.0		
1045		GE3141	Địa thống kê	3.0		
1046		GE3145	Đồ án địa kỹ thuật 2	1.0		
1047		GE3151	Bv mtr trog cndk+kiếntập	3.0		
1048		GE3157	Đồ án kỹ thuật dầu khí 1	1.0		
1049		GE3159	Đồ án kỹ thuật dầu khí 2	1.0		
1050		GE3165	Tr/tích học &nhịp đ/tầng	3.0		
1051		GE3175	Hoànthiện giếng & kt vỉa	3.0		
1052		GE3181	Công nghệ khoan dầu khí	3.0		
1053		GE3183	Đc &tài nguyên dầukhí VN	3.0		
1054		GE3197	Đồ án chuyên đề 1	1.0		
1055		GE3205	Cơ học đá dầu khí	3.0		
1056		GE3207	Cn cb dk pv cho các ncnk	3.0		
1057		GE3209	Đồ án kỹ thuật dầu khí	1.0		
1058		GE3211	Các qtcn chế biến dầukhí	3.0		
1059		GE3213	Địa thống kê ứd trg ktdk	3.0		
1060		GE3229	Địa kỹ thuật công trình	4.0		
1061		GE3243	Vẽ kỹ thuật xây dựng	3.0		
1062		GE4001	Đồ án địa kỹ thuật 2	1.0		
1063		GE4029	Các p/pháp gia cố đất	3.0		
1064		GE4033	Nền móng công trình	3.0		
1065		GE4039	Đồ án mônhọc ks-td&ppttl	1.0		
1066		GE4091	Mô phỏng vỉa dầu khí	3.0		
1067		GE4093	Phân tích và dự báo ktdk	3.0		
1068		GE4111	Đồ án chuyên đề 3	1.0		
1069		GE4141	Đồ án chuyên ngành	2.0		
1070		GE4143	Đồ án chuyên ngành	2.0		
1071		GE4145	Thử vỉa &pt áp suất ct	3.0		
1072		GE4159	Đồ án chuyên ngành	2.0		
1073		GE4311	Đề cương luận văn tn	0.0		
1074		GE4313	Luận văn tốt nghiệp (dcm	9.0		
1075		GE4315	Đề cương luận văn tn	0.0		
1076		GE4317	Luận văn tốt nghiệp	9.0		
1077		GE4321	Đề cương luận văn tn	0.0		
1078		GE4323	Luận văn tốt nghiệp (ddk	9.0		
1079		GE4325	Đề cương luận văn tn	0.0		
1080		GE4327	Luận văn tốt nghiệp	9.0		
1081		GE4331	Đề cương luận văn tn	0.0		
1082		GE4333	Luận văn tốt nghiệp (dkt	9.0		
1083		GE4337	Đồ án tốt nghiệp	4.0		
1084		GE4341	Đề cương luận văn tn	0.0		
1085		GE4343	Luận văn tốt nghiệp(ktkk	9.0		
1086		GE4347	Đồ án tốt nghiệp	4.0		
1087		GE4351	Đề cương luận văn tn	0.0		
1088		GE4353	Luận văn tốt nghiệp (dks	9.0		
1089		GE4361	Đề cương luận văn tn(clc	0.0		
1090		GE4363	Luận văn tốt nghiệp (clc	9.0		
1091		GE4365	Đồ án tốt nghiệp	4.0		
1092		GE5031	Thực tập công ty	3.0		
1093		GE5049	Địa hóa môi trường	3.0		
1094		GE5065	Thủy địa hóa	3.0		
1095		GE5117	Thực tập 2	3.0		
1096		GE5121	Thực tập 1	3.0		
1097		GE5123	Thực tập công ty 1	3.0		
1098		GE6021	Đề án tốt nghiệp	9.0		
1099		GE6023	Chuyên đề nghiên cứu trước luận văn	15.0		
1100		GE6025	Luận văn thạc sĩ nghiên cứu	15.0		
1101		GE6027	Luận văn thạc sĩ nghiên cứu chuyên sâu - phần 1	9.0		
1102		GE6029	Luận văn thạc sĩ nghiên cứu chuyên sâu - phần 2	15.0		
1103		GE6031	Luận văn thạc sĩ nghiên cứu chuyên sâu - phần 3	15.0		
1104		GE6033	Luận văn thạc sĩ nghiên cứu chuyên sâu - phần 4	15.0		
1105		GE6035	Đề án tốt nghiệp	9.0		
1106		GE6037	Chuyên đề nghiên cứu trước luận văn	15.0		
1107		GE6039	Luận văn thạc sĩ nghiên cứu	15.0		
1108		GE6041	Luận văn thạc sĩ nghiên cứu chuyên sâu - phần 1	9.0		
1109		GE6043	Luận văn thạc sĩ nghiên cứu chuyên sâu - phần 2	15.0		
1110		GE6045	Luận văn thạc sĩ nghiên cứu chuyên sâu - phần 3	15.0		
1111		GE6047	Luận văn thạc sĩ nghiên cứu chuyên sâu - phần 4	15.0		
1112		GE7033	Cơ học đá nâng cao	2.0		
1113		GE7061	Địa chất môi trường ứng dụng	3.0		
1114		GE7067	Địa kỹ thuật nâng cao	3.0		
1115		GE7147	Tiểu luận tổng quan	0.0		
1116		GE7149	Chuyên đề tiến sĩ - phần 1	0.0		
1117		GE7151	Chuyên đề tiến sĩ - phần 2	0.0		
1118		GE7153	Luận án tiến sĩ - chuẩn bị	12.0		
1119		GE7155	Luận án tiến sĩ - phần 1	15.0		
1120		GE7157	Luận án tiến sĩ - phần 2	15.0		
1121		GE7159	Luận án tiến sĩ - phần 3	15.0		
1122		GE7161	Luận án tiến sĩ - phần 4	15.0		
1123		GE7163	Luận án tiến sĩ - phần 5	15.0		
1124		GE7165	Tiểu luận tổng quan	0.0		
1125		GE7167	Chuyên đề tiến sĩ - phần 1	0.0		
1126		GE7169	Chuyên đề tiến sĩ - phần 2	0.0		
1127		GE7171	Luận án tiến sĩ - chuẩn bị	12.0		
1128		GE7173	Luận án tiến sĩ - phần 1	15.0		
1129		GE7175	Luận án tiến sĩ - phần 2	15.0		
1130		GE7177	Luận án tiến sĩ - phần 3	15.0		
1131		GE7179	Luận án tiến sĩ - phần 4	15.0		
1132		GE7181	Luận án tiến sĩ - phần 5	15.0		
1133		GE7183	Tiểu luận tổng quan	0.0		
1134		GE7185	Chuyên đề tiến sĩ - phần 1	0.0		
1135		GE7187	Chuyên đề tiến sĩ - phần 2	0.0		
1136		GE7189	Luận án tiến sĩ - chuẩn bị	12.0		
1137		GE7191	Luận án tiến sĩ - phần 1	15.0		
1138		GE7193	Luận án tiến sĩ - phần 2	15.0		
1139		GE7195	Luận án tiến sĩ - phần 3	15.0		
1140		GE7197	Luận án tiến sĩ - phần 4	15.0		
1141		GE7199	Luận án tiến sĩ - phần 5	15.0		
1142		GK5007	Phương pháp nghiên cứu khoa học nâng cao	3.0		
1143		GK5009	Quản lý và lãnh đạo	3.0		
1144		GK5011	Đổi mới sáng tạo & Khởi nghiệp	3.0		
1145		GK5021	Đạo đức kinh doanh và trách nhiệm xã hội	3.0		
1146		GK5025	Quản lý dự án	3.0		
1147		GK5033	Chuyên đề nghiên cứu: Phương pháp nghiên cứu khoa học	3.0		
1148		GK5035	Chuyên đề nghiên cứu: Kỹ năng phân tích, viết, xuất bản NCKH	3.0		
1149		GK5037	Chuyên đề nghiên cứu: Phân tích và xử lý dữ liệu đa chiều	3.0		
1150		GK5039	Chuyên đề nghiên cứu: Khoa học dữ liệu ứng dụng	3.0		
1151		GK5041	Chuyên đề nghiên cứu: Trí tuệ nhân tạo	3.0		
1152		GK5043	Chuyên đề nghiên cứu: Phân tích dữ liệu	3.0		
1153		IM1003	Kinh tế học vi mô	3.0		
1154		IM1009	Kinh tế học vĩ mô	3.0		
1155		IM1011	Máy tính trong kinhdoanh	3.0		
1156		IM1013	Kinh tế học đại cương	3.0		
1157		IM1015	Kế toán tài chính	3.0		
1158		IM1017	Thống kê trong kinhdoanh	3.0		
1159		IM1019	Tiếp thị căn bản	3.0		
1160		IM1021	Khởi nghiệp	3.0		
1161		IM1023	Quảnlý sảnxuất cho kỹ sư	3.0		
1162		IM1025	Quản lý dự án cho kỹ sư	3.0		
1163		IM1027	Kinh Te Ky Thuat	3.0		
1164		IM1031	Khởi nghiệp và đổi mới sáng tạo	3.0		
1165		IM2029	Thực tập nhận thức	2.0		
1166		IM2031	Quản lý sản xuất	3.0		
1167		IM2033	Tài chính doanh nghiệp	3.0		
1168		IM2035	Phương pháp định lượng	3.0		
1169		IM3001	Quảntrị kinhdoanh cho ks	3.0		
1170		IM3023	Thương mại điện tử	3.0		
1171		IM3033	Tiếp thị giữa các tổchức	3.0		
1172		IM3041	Hệ hỗ trợ q/định & ttkd	3.0		
1173		IM3047	Giaotiếp trong kinhdoanh	3.0		
1174		IM3051	Đạođức kinhdoanh & tn xh	3.0		
1175		IM3059	Quản lý chiến lược	3.0		
1176		IM3063	Quản lý chất lượng	3.0		
1177		IM3073	Điều độ sản xuất	3.0		
1178		IM3081	Quản trị k/doanh quốc tế	3.0		
1179		IM3085	Tài chính quốc tế	3.0		
1180		IM3091	Phân tích &t/k chuỗi c/ứ	3.0		
1181		IM3095	Quản lý vận hành bán lẻ	3.0		
1182		IM3097	Chuyển đổi cung ứng kts	3.0		
1183		IM3099	Ql chuỗi c/ứng theo Lean	3.0		
1184		IM3107	Kh/nghiệp &đổi mới s/tạo	3.0		
1185		IM4033	Đồ án chuyên ngành	2.0		
1186		IM4311	Đề cương luận văn tn	0.0		
1187		IM4313	Luận văn tốt nghiệp (qcn	9.0		
1188		IM4315	Đề cương luận văn tn	0.0		
1189		IM4317	Luận văn tốt nghiệp	9.0		
1190		IM4321	Đề cương luận văn tn	0.0		
1191		IM4323	Luận văn tốt nghiệp (qkd	9.0		
1192		IM4327	Khóa luận tốt nghiệp	4.0		
1193		IM4331	Khóa luận Tốt nghiệp	4.0		
1194		IM5001	Phương pháp nghiên cứu trong kinh doanh	3.0		
1195		IM5009	Quản lý tiếp thị	3.0		
1196		IM5049	Quản trị hệ kinh doanh điện tử	3.0		
1197		IM5065	Quản lý vận hành	3.0		
1198		IM5067	Quản trị tài chánh	3.0		
1199		IM5069	Hành vi người mua	3.0		
1200		IM5071	Quản lý đổi mới trong tổ chức	3.0		
1201		IM5085	Digital marketing	3.0		
1202		IM5089	Quản lý dự án nâng cao	3.0		
1203		IM5091	Kế toán quản trị cho người ra quyết định	3.0		
1204		IM5093	Quản trị con người và tổ chức	3.0		
1205		IM5109	Quản lý chuỗi cung ứng toàn cầu	3.0		
1206		IM5111	Quản lý chiến lược trong thời đại số	3.0		
1207		IM5115	Thực tập chuyên đề kinh doanh 1	3.0		
1208		IM5117	Thực tập chuyên đề kinh doanh 2	3.0		
1209		IM5125	Quản trị tài chính dịch vụ chăm sóc sức khỏe	3.0		
1210		IM5127	Quản trị chất lượng dịch vụ khám chữa bệnh	3.0		
1211		IM5129	Chuyển đổi số trong bệnh viện	3.0		
1212		IM5131	Giải quyết vấn đề trong quản trị bệnh viện	3.0		
1213		IM5133	Lãnh đạo và quản trị sự thay đổi	3.0		
1214		IM5135	Kinh tế y tế	3.0		
1215		IM5149	Phương pháp nghiên cứu trong dịch vụ chăm sóc sức khỏe	3.0		
1216		IM5151	Thực tập quản trị bệnh viện 1	3.0		
1217		IM5153	Thực tập quản trị bệnh viện 2	3.0		
1218		IM5155	Marketing dịch vụ chăm sóc sức khỏe	3.0		
1219		IM5157	Quản trị nguồn nhân lực bệnh viện	3.0		
1220		IM5159	Nghiên cứu tình huống trong quản trị nhân sự, thay đổi của tổ chức trong bệnh viện	3.0		
1221		IM6027	Đề án tốt nghiệp	9.0		
1222		IM6029	Chuyên đề nghiên cứu trước luận văn	15.0		
1223		IM6031	Luận văn thạc sĩ nghiên cứu	15.0		
1224		IM6033	Luận văn thạc sĩ nghiên cứu chuyên sâu - phần 1	9.0		
1225		IM6035	Luận văn thạc sĩ nghiên cứu chuyên sâu - phần 2	15.0		
1226		IM6037	Luận văn thạc sĩ nghiên cứu chuyên sâu - phần 3	15.0		
1227		IM6039	Luận văn thạc sĩ nghiên cứu chuyên sâu - phần 4	15.0		
1228		IM6041	Đề án tốt nghiệp	9.0		
1229		IM6043	Chuyên đề nghiên cứu trước luận văn	15.0		
1230		IM6045	Luận văn thạc sĩ nghiên cứu	15.0		
1231		IM6047	Luận văn thạc sĩ nghiên cứu chuyên sâu - phần 1	9.0		
1232		IM6049	Luận văn thạc sĩ nghiên cứu chuyên sâu - phần 2	15.0		
1233		IM6051	Luận văn thạc sĩ nghiên cứu chuyên sâu - phần 3	15.0		
1234		IM6053	Luận văn thạc sĩ nghiên cứu chuyên sâu - phần 4	15.0		
1235		IM7929	Tiểu luận tổng quan	0.0		
1236		IM7931	Chuyên đề tiến sĩ - phần 1	0.0		
1237		IM7933	Chuyên đề tiến sĩ - phần 2	0.0		
1238		IM7935	Luận án tiến sĩ - chuẩn bị	12.0		
1239		IM7937	Luận án tiến sĩ - phần 1	15.0		
1240		IM7939	Luận án tiến sĩ - phần 2	15.0		
1241		IM7941	Luận án tiến sĩ - phần 3	15.0		
1242		IM7943	Luận án tiến sĩ - phần 4	15.0		
1243		IM7945	Luận án tiến sĩ - phần 5	15.0		
1244		IU2021	Tổ chức quảnlý bảo dưỡng	3.0		
1245		IU3087	Độ tin cậy &đảm bảo c/l	3.0		
1246		IU4013	Đồ án chuyên ngành	2.0		
1247		IU4311	Đề cương luận văn tn	0.0		
1248		IU4313	Luận văn tốt nghiệp	9.0		
1249		IU4315	Đề cương luận văn tn	0.0		
1250		IU4317	Luận văn tốt nghiệp	9.0		
1251		IU4327	Đồ án tốt nghiệp	4.0		
1252		LA1003	Anh văn 1	2.0		
1253		LA1005	Anh văn 2	2.0		
1254		LA1007	Anh văn 3	2.0		
1255		LA1009	Anh văn 4	2.0		
1256		LA1021	Tiếng Nhật 1	0.0		
1257		LA1039	Anh văn 2A (nhu cầu)	2.0		
1258		LA1041	Anh văn 3A (nhu cầu)	2.0		
1259		LA1043	Anh văn 4A (nhu cầu)	2.0		
1260		LA1053	Tiếng Nhật - Kiến thức ngôn ngữ 2	0.0		
1261		LA1055	Tiếng Nhật - Kỹ Năng Ngôn Ngữ 2	0.0		
1262		LA2007	Tiếng Nhật 4	0.0		
1263		LA2011	Tiếng Nhật cn ktđ-đt-tt2	0.0		
1264		LA2015	Tiếng Việt 2	3.0		
1265		LA2019	Tiếng Nhật 4	0.0		
1266		LA3027	Tiếng Nhật 6	0.0		
1267		LA4005	Tiếng Việt 4	3.0		
1268		LA4009	Tiếng Nhật 8	0.0		
1269		MA2029	Thực tập kỹ thuật (VSI)	1.0		
1270		MA2109	Thực tập công nhân	2.0		
1271		MA2119	Thực tập công nhân	2.0		
1272		MA2121	Phương pháp tính toán các quá trình vật liệu	3.0		
1273		MA3035	Thí nghiệm silicat đc	1.0		
1274		MA3039	Kỹ thuật sx các sp ttinh	3.0		
1275		MA3093	Công nghệ gốm sứ	3.0		
1276		MA3099	T/nghiệm điện hóa học	2.0		
1277		MA3109	Thí nghiệm đúc	1.0		
1278		MA3121	TN hóa học polyme	1.0		
1279		MA3137	Kỹ thuật xúc tác	3.0		
1280		MA3143	T/hành phân tích vậtliệu	2.0		
1281		MA3149	Tn chế tạo các hệ n/lượg	1.0		
1282		MA3171	PP phân tích và ĐG VL	3.0		
1283		MA4065	Đo lường & tự động hóa	3.0		
1284		MA4069	Các t/chất của vl polyme	3.0		
1285		MA4071	Đồ án chuyên ngành	2.0		
1286		MA4079	C/nghệ các chất tạo màng	3.0		
1287		MA4085	Polyme blend	3.0		
1288		MA4113	VL tiên tiến trong CHNL	3.0		
1289		MA4123	P/triển bền vững &cnxlmt	3.0		
1290		MA4145	Thực hành điện hóa	2.0		
1291		MA4157	Đồ án chuyên ngành 1	2.0		
1292		MA4175	Thực hành vật liệu 2	2.0		
1293		MA4311	Đề cương luận văn tn	0.0		
1294		MA4313	Luận văn tốt nghiệp (vpo	9.0		
1295		MA4315	Đề cương luận văn tn	0.0		
1296		MA4317	Luận văn tốt nghiệp	9.0		
1297		MA4321	Đề cương luận văn tn	0.0		
1298		MA4323	Luận văn tốt nghiệp	9.0		
1299		MA4327	Đồ án tốt nghiệp	4.0		
1300		MA4331	Đề cương luận văn tn	0.0		
1301		MA4333	Luận văn tốt nghiệp (vsi	9.0		
1302		MA4341	Đề cương luận văn tn	0.0		
1303		MA4343	Luận văn tốt nghiệp(vlnl	9.0		
1304		MA5003	Vl nano trong các hệ nl	3.0		
1305		MA5005	ĐAMH chuyên ngành vl&nl	2.0		
1306		MA5007	Đồ án chuyên ngành 2	2.0		
1307		MA5017	Luận văn tốt nghiệp	9.0		
1308		MA5025	V/l polyme composite(PBL	3.0		
1309		MA5027	Luận văn tốt nghiệp	9.0		
1310		MA5043	Polyme dẫn điện ứng dụng trong linh kiện điện tử	3.0		
1311		MA5055	Công nghệ bán dẫn	3.0		
1312		MA5059	Thực tập quy trình sản xuất vật liệu	3.0		
1313		MA5061	Thực tập quản lý sản xuất	3.0		
1314		MA5075	Khoa Học và Công Nghệ Vật Liệu Tiên Tiến	3.0		
1315		MA5077	Phương pháp phân tích & đánh giá vật liệu	3.0		
1316		MA5079	Cơ sở mô phỏng vật liệu	3.0		
1317		MA5081	Hóa học nano	3.0		
1318		MA5087	Công nghệ nhiệt luyện tiên tiến	3.0		
1319		MA6011	Đề án tốt nghiệp	9.0		
1320		MA6013	Chuyên đề nghiên cứu trước luận văn	15.0		
1321		MA6015	Luận văn thạc sĩ nghiên cứu	15.0		
1322		MA6017	Luận văn thạc sĩ nghiên cứu chuyên sâu - phần 1	9.0		
1323		MA6019	Luận văn thạc sĩ nghiên cứu chuyên sâu - phần 2	15.0		
1324		MA6021	Luận văn thạc sĩ nghiên cứu chuyên sâu - phần 3	15.0		
1325		MA6023	Luận văn thạc sĩ nghiên cứu chuyên sâu - phần 4	15.0		
1326		MA7111	Tiểu luận tổng quan	0.0		
1327		MA7113	Chuyên đề tiến sĩ - phần 1	0.0		
1328		MA7115	Chuyên đề tiến sĩ - phần 2	0.0		
1329		MA7117	Luận án tiến sĩ - chuẩn bị	12.0		
1330		MA7119	Luận án tiến sĩ - phần 1	15.0		
1331		MA7121	Luận án tiến sĩ - phần 2	15.0		
1332		MA7123	Luận án tiến sĩ - phần 3	15.0		
1333		MA7125	Luận án tiến sĩ - phần 4	15.0		
1334		MA7127	Luận án tiến sĩ - phần 5	15.0		
1335		ME1005	Thựctập cơkhí đại cương1	1.0		
1336		ME1013	Thựctập Cơkhí Đạicương 1	2.0		
1337		ME1017	Mt&pt bền vững trg d/may	3.0		
1338		ME2011	Đồ án thiết kế	1.0		
1339		ME2045	Kinh tế kỹ thuật	3.0		
1340		ME2087	Thực tập cơ khí đ/cương2	2.0		
1341		ME2115	Thực tập kỹ thuật	2.0		
1342		ME2117	Thí nghiệm cơ học máy	1.0		
1343		ME2119	Thực tập công nhân	2.0		
1344		ME2135	Đồ án thiết kế	2.0		
1345		ME2137	T/h Td Hoa Thiet Ke (ca	1.0		
1346		ME2143	Thực tập đại cương	2.0		
1347		ME2147	Thực hành mô hìnhhóa &mp	2.0		
1348		ME2149	Kỹ thuật mhh & mô phỏng	3.0		
1349		ME2153	Thực hành quản lý dự án	2.0		
1350		ME2163	Công nghệ dệt nhuộm	3.0		
1351		ME2169	Kđ &đánh giá cl trong dm	3.0		
1352		ME2171	Công nghệ may mặc	3.0		
1353		ME2173	Các CN 4.0 trong qlns&cl	3.0		
1354		ME3055	Công nghệ sợi 2	4.0		
1355		ME3105	Thiết kế đồ họa	3.0		
1356		ME3139	Đồ án thiết kế	2.0		
1357		ME3141	T/h tđ hóa thiết kế (CAD	1.0		
1358		ME3143	Thực tập kỹ thuật cơ khí	2.0		
1359		ME3145	Đồ án hệ thống tr/động	2.0		
1360		ME3151	Đồ án t/kế-hướng tb lạnh	2.0		
1361		ME3155	Thực tập kỹ thuật n/lạnh	2.0		
1362		ME3169	Thực tập kỹ thuật dệt	2.0		
1363		ME3175	Thiết bị may	3.0		
1364		ME3199	Đồ án t/kế-hướng tb tđn	2.0		
1365		ME3257	Mh ra qđ trong chuỗi c/ứ	3.0		
1366		ME3289	Thiết kế chuyền	3.0		
1367		ME3291	Mỹ thuật trang phục	3.0		
1368		ME3297	ứd trí tuệ nhân tạo tccứ	3.0		
1369		ME3299	Chuỗi cung ứng điện tử	3.0		
1370		ME4019	Luận văn tốt nghiệp (cđt	9.0		
1371		ME4029	Luận văn tốt nghiệp(ktct	9.0		
1372		ME4039	Luận văn tốt nghiệp (ktn	9.0		
1373		ME4045	Đồ án chuyên ngành (ct)	1.0		
1374		ME4047	Đồ án chuyên ngành (tk)	1.0		
1375		ME4049	Luận văn tốt nghiệp(kttk	9.0		
1376		ME4053	Đồ án chuyên ngành (ktn)	1.0		
1377		ME4057	Đề cương luận văn tn	0.0		
1378		ME4059	Luận văn tốt nghiệp (mxd	9.0		
1379		ME4061	Đồ án chuyên ngành	2.0		
1380		ME4067	Đề cương luận văn tn(det	0.0		
1381		ME4069	Luận văn tốt nghiệp (det	9.0		
1382		ME4071	Đồ án chuyên ngành	2.0		
1383		ME4077	Đề cương luận văn tn(cnm	0.0		
1384		ME4079	Luận văn tốt nghiệp (may	9.0		
1385		ME4081	Đồ án chuyên ngành	2.0		
1386		ME4085	Đề cương luận văn tn(ktk	0.0		
